number,name,area,centroidX,centroidY
4227,Kvinesdal,-966584420.0349197,33402.12240134528,6513712.953241596
3224,Rælingen,-71721593.79650879,280507.5303473907,6644808.337853182
1130,Strand,-262016183.49209595,-11852.991982813657,6578390.616500774
1824,Vefsn,-1926908484.2321777,419065.69289732404,7304650.231902132
4005,Notodden,-985678963.0791626,170694.99946647548,6627275.190120197
3428,Alvdal,-942704513.1445312,265367.47439798433,6889841.078401626
3205,Lillestrøm,-456713047.8626709,288131.4929886657,6651660.547054404
1832,Hemnes,-1587581033.133545,456628.36298445164,7320971.110359473
3412,Løten,-369523359.96240234,303926.81965450646,6751391.905174545
5025,Rosse - Røros,-1956320040.3226318,332001.3859204004,6942737.345866538
5029,Skaun,-224503200.5834961,250926.7741707279,7024800.729696626
4218,Iveland,-262492588.9963684,88473.20434143019,6498985.331178424
1834,Lurøy,-242884000.92944336,410509.97738125495,7367089.223832718
3443,Vestre Toten,-250786653.55578613,260730.23613220564,6731195.733939834
3432,Lesja,-2263780306.0510254,169120.09235409772,6911789.45943202
4207,Flekkefjord,-545458274.7257271,14968.704164583047,6500318.79862943
3413,Stange,-724410155.1879883,299540.5990472809,6728722.668346775
4016,Drangedal,-1064985519.4204102,155349.81002393414,6566758.406181091
4638,Høyanger,-1010096817.5161667,12448.144809631454,6812222.290804854
4617,Kvinnherad,-1094406823.3501027,2564.566795654647,6682235.49237071
4018,Nome,-430560565.9962158,165465.23449782998,6585367.996106843
1112,Lund,-410554695.841506,3674.5912166367566,6514855.380051863
1508,Ålesund,-368888892.160553,71612.37974131154,6957677.465844898
1818,Herøy,-43786474.28198242,374046.6363809929,7321414.891682007
1857,Værøy,-17647151.349365234,400835.98660593806,7508144.98174407
5035,Stjørdal,-939186036.5378418,311268.0461800913,7042960.526582919
5007,Namsos - Nåavmesjenjaelmie,-2126270992.1446533,328385.99288565264,7153265.974402605
1845,Sørfold,-1634065935.3913574,533659.85760899,7488609.66888579
5055,Heim,-1024646447.3217773,193433.73053548316,7025523.385131797
4036,Vinje,-3116042038.1915283,92785.34941228329,6653905.905543134
5020,Osen,-385202056.5390625,289152.7090049492,7134788.421402884
4615,Fitjar,-139320616.21795654,-38968.272695280495,6679786.82736957
3303,Kongsberg,-794213626.2321777,199051.29988102723,6616521.61692117
3230,Gjerdrum,-83230963.58630371,278249.7956678867,6667101.487774968
5614,Loppa,-687623801.3256836,762130.3160933843,7804696.268707837
4003,Skien,-783029108.6274414,185739.80747635267,6581445.585706006
3418,Åsnes,-1040694621.2969971,345142.38650032145,6727156.250825329
4624,Bjørnafjorden,-517463851.16272354,-14351.86132561863,6711991.92257361
3103,Moss,-137350487.30859375,256451.4119516641,6593848.476680697
4616,Tysnes,-252043930.3227768,-26081.094720913832,6688677.724621167
3238,Nannestad,-341117814.9338379,276443.4102836654,6684280.54871568
4644,Luster,-2714524064.2934265,98973.39914944947,6846344.560959732
3437,Sel,-906218615.0462646,208707.03663208362,6861408.91858055
5526,Sørreisa,-361449715.1455078,626100.821036085,7667903.590863512
1135,Sauda,-549135731.9653587,19771.29604955305,6649395.084114095
1122,Gjesdal,-621692187.1963425,-4378.959765431207,6552269.027364793
4647,Sunnfjord,-2218838949.6870346,27471.17071911684,6847423.248034472
4611,Etne,-739426106.4378948,6271.0016044844715,6659164.1321391985
3240,Eidsvoll,-456619818.8026123,292148.89158254757,6701033.574813139
3328,Ål,-1177782905.682312,139558.01661695546,6748864.749077246
1119,Hå,-260122681.51307678,-37196.47780466112,6532626.717962476
1505,Kristiansund,-85690820.15454102,136663.7381217636,7014689.183714441
5612,Guovdageaidnu - Kautokeino,-9725796825.86084,839130.4992202306,7692767.878086893
1579,Hustadvika,-519342195.10601807,105407.86853031191,6996763.27947366
1511,Vanylven,-387015882.9579849,12698.607402307913,6918840.020492763
5036,Frosta,-76823293.05163574,291353.65287169156,7060016.53359176
5049,Flatanger,-452822465.6730957,301226.1328407937,7151130.368208917
4026,Tinn,-2049952271.642395,141281.4657809858,6668590.85575454
1160,Vindafjord,-623429097.1054344,-19097.830244550238,6637002.475869823
1836,Rødøy,-690169490.527832,430561.62605628755,7384382.51238659
5628,Deatnu - Tana,-4063365283.609375,973606.507385346,7839082.954000828
3326,Hemsedal,-755235014.5127563,146093.0067649658,6770519.298772335
0301,Oslo,-452261278.02697754,262338.28546963463,6657004.037689002
4620,Ulvik,-725234995.631134,72648.06328216757,6744777.974930951
3411,Ringsaker,-1280626715.6845703,275654.9060559063,6769410.47884177
1531,Sula,-58779492.875823975,46481.11271137134,6952039.861519346
1841,Fauske - Fuossko,-1195642779.8457031,535242.7609416057,7456240.269322315
1539,Rauma,-1453000353.4198608,127685.10192230699,6944677.905909591
3439,Ringebu,-1248451870.3775635,251438.17047345525,6833806.89656087
3236,Jevnaker,-225865386.94702148,245320.05695004293,6691516.823975935
5028,Melhus,-694712601.5944824,261927.51070699556,7012070.240925528
4637,Hyllestad,-259413191.2330475,-22155.99165320039,6822743.4046821855
1804,Bodø,-1373905605.6503906,493011.8662045446,7460793.475606769
5046,Høylandet,-754300641.4475098,374165.573609784,7182481.3862275295
4201,Risør,-190830888.88635254,161771.2838649935,6526178.525928102
1835,Træna,-10344718.071044922,371832.04812253907,7381014.708349522
1866,Hadsel,-563105004.4929199,499449.3289970063,7597124.328585159
4217,Åmli,-1133773249.8978271,115554.23192098751,6537361.400923295
4212,Vegårshei,-356449321.7216797,143023.7756640683,6529669.399397782
4204,Kristiansand,-633487596.0703125,80483.81775637309,6471658.135593049
5522,Salangen,-457426922.2451172,615696.4417514269,7645249.091006935
4640,Sogndal,-1263242695.1147308,60859.65376419648,6823133.148204148
3453,Øystre Slidre,-970890305.2839355,183489.6417044822,6804308.947425717
5546,Kvænangen,-2113131830.1889648,772156.4969491792,7759078.185455177
1867,Bø,-243182591.64038086,483888.9706865304,7622240.436654432
3207,Nordre Follo,-203175890.22265625,268478.52611187915,6629784.133335155
3405,Lillehammer,-478291376.0686035,251868.20502032322,6785780.712076383
5054,Indre Fosen,-1096280932.1879883,266623.5051543435,7069911.299229062
1528,Sykkylven,-339076963.59994507,68906.82745801506,6941003.171113307
5060,Nærøysund,-1297856941.9154053,342628.5921187132,7201905.77630587
5045,Grong,-1135591452.4824219,384268.30814459076,7156529.416783879
3316,Modum,-517850077.62890625,219040.4785922086,6660421.414198716
1859,Flakstad,-176492047.08691406,426488.52327221166,7551084.87741912
4646,Fjaler,-418253760.4949684,-12413.708231402179,6832021.9465505555
3903,Holmestrand,-432418578.0855713,226676.12165338622,6613019.006506126
3424,Rendalen,-3179950164.731079,303982.8517705723,6859561.5339307245
1822,Leirfjord,-464429944.4484863,412879.17685408005,7331715.360050544
3332,Sigdal,-843757431.6437988,192272.99208890728,6679527.14928791
1566,Surnadal,-1368240515.3355713,188665.2830957127,6991598.204814802
1127,Randaberg,-24679524.635299683,-38237.182217007234,6578024.833275076
5503,Harstad - Hárstták,-443239184.3483887,558849.35051174,7632869.351737526
4225,Lyngdal,-644749208.7311401,43094.73602489105,6483549.408946536
1848,Steigen,-988845274.2026367,512579.6555720792,7521978.180953191
1815,Vega,-140389392.06982422,358559.1477675177,7285400.333605385
1101,Eigersund,-435031551.0225754,-15455.687904360168,6518602.4773365185
5605,Sør-Varanger,-3990039912.595703,1063371.308861958,7792088.192558523
3901,Horten,-70769051.97265625,240201.08441630192,6593745.488546369
5042,Lierne,-2959558174.8623047,433772.17646390194,7138695.462568341
4634,Masfjorden,-557636838.4405289,-15269.88248392277,6785200.123252442
1813,Brønnøy,-1034372685.8156738,392128.02294935705,7256222.355091092
1870,Sortland - Suortá,-720273003.5375977,519635.6149986226,7623119.036645402
1851,Lødingen,-516416774.1933594,527562.4941582803,7592710.867011497
1580,Haram,-260754221.08926392,62581.09408950288,6969134.80165791
5056,Hitra,-741124094.6790771,191711.50594836893,7060839.359116572
5053,Inderøy,-364339703.5621338,304975.77795306384,7085916.067921194
3305,Ringerike,-1556649779.307251,228624.0819459989,6694320.876704204
1111,Sokndal,-296189623.2732544,-5781.580502798399,6503189.4717325885
1517,Hareid,-82932703.65426636,34408.39223974583,6946244.36661945
3416,Eidskog,-640173835.8632812,336163.03120514244,6654640.829959541
5516,Gratangen,-312641807.8466797,602153.3787480294,7621620.234289778
1806,Narvik,-3428354438.185547,595629.7277846424,7574681.956261252
5006,Steinkjer,-2120439370.2445068,330610.25027141557,7107136.038708348
5540,Gáivuotna - Kåfjord - Kaivuono,-992135615.2583008,725858.5429402757,7716536.992689705
1865,Vågan,-468817222.88427734,482125.14437526435,7575003.965071882
5026,Holtålen,-1209667662.2683105,308983.35010568437,6974604.249555188
3426,Tolga,-1122821116.0064697,297293.5459612744,6920091.059921014
3436,Nord-Fron,-1142818358.3162842,209367.4678273039,6839976.636405524
1520,Ørsta,-664722918.7484131,50833.741097998725,6929631.579917463
4628,Vaksdal,-720343245.16716,4687.450989733249,6761218.4390518265
4222,Bykle,-1472969604.7919922,58407.060917451534,6614684.907395933
4220,Bygland,-1316491638.7687073,77313.00172281818,6550457.76162245
1554,Averøy,-171495061.2888794,123488.59453417105,7009050.293946297
4626,Øygarden,-292202207.53341675,-49499.107903472745,6732658.258690695
5532,Balsfjord,-1496586075.2929688,668226.8251997095,7687634.840435906
1145,Bokn,-45831931.3034668,-45153.84328185921,6602731.300182231
1106,Haugesund,-71493339.50189209,-49064.95051082522,6630059.083294769
4010,Siljan,-214242926.5480957,199897.26206137918,6586461.22673775
1563,Sunndal,-1716037697.6809692,177530.1121197436,6954938.088937858
4202,Grimstad,-301898984.9725952,119508.64000010797,6488878.061523648
3216,Vestby,-133974899.09155273,259182.97586487155,6611166.83828548
5052,Leka,-105599959.36523438,345851.9944780026,7222085.773934468
4623,Samnanger,-271052968.7077637,-6017.131315925223,6731399.984842253
3434,Lom,-1972740786.3656006,155674.84646650514,6859608.186773149
4625,Austevoll,-106925678.40403748,-45258.822334772805,6697500.257059265
4631,Alver,-672785131.696106,-29557.950473942583,6765431.972187128
4641,Aurland,-1473677804.346161,79079.2884612808,6771969.870299733
4621,Voss,-2051754875.826644,34949.74486482961,6758162.323138944
5022,Rennebu,-948733875.7047119,239169.83250652454,6974610.280196635
3454,Vang,-1508791542.4696045,149917.24338434098,6804540.62062813
1151,Utsira,-6103130.045440674,-74509.30034123838,6618013.97106479
3203,Asker,-375732454.17419434,244829.68176095947,6627254.190906736
3101,Halden,-640709977.756958,299342.3916032313,6554934.339439721
3110,Hvaler,-83725710.17614746,269037.4748270123,6553870.527098486
5034,Meråker,-1273668774.0620117,341775.1800262344,7034504.854585793
1871,Andøy,-655202119.8845215,530965.866074755,7660156.156636786
5544,Nordreisa - Ráisa - Raisi,-3441224969.523926,756787.9288684275,7725129.821347595
5607,Vadsø,-1266149476.1489258,1049639.6626917284,7858500.493296406
1144,Kvitsøy,-2348433.458709717,-48814.14660905785,6586890.78416226
4205,Lindesnes,-927317047.9609528,56579.06913832572,6473693.758157566
1868,Øksnes,-315783055.6989746,502241.0766840075,7639606.503636566
3414,Nord-Odal,-508184832.9379883,311922.10668680817,6705076.472653604
5618,Måsøy,-1137443692.2304688,857144.8158667535,7887957.860240319
5038,Verdal,-1547331039.5168457,352848.6780539192,7076655.083846069
5043,Raarvihke - Røyrvik,-1583654370.5449219,435477.840107565,7198124.482507824
1826,Aarborte - Hattfjelldal,-2682396767.8461914,460066.46202712244,7264897.986798428
1856,Røst,-7669822.7529296875,374374.33869159117,7490197.9331272105
3450,Etnedal,-459739887.8979492,210104.1095539055,6771850.082357441
1874,Moskenes,-117986682.63574219,414990.2989037975,7536444.587541737
4206,Farsund,-262088729.794899,16169.246837554,6473378.008015144
4224,Åseral,-891001452.3475952,60157.2591623733,6531581.9569618525
1816,Vevelstad,-535165197.4614258,394289.17908791284,7281722.343756025
3228,Nes,-640867581.1518555,305622.42548682995,6672092.373423448
5510,Kvæfjord,-512025397.2297363,541460.3124821924,7617356.402523841
3431,Dovre,-1366096754.4213867,210762.32543697284,6895320.801260067
5501,Tromsø,-2518363641.586426,658436.9706797693,7730797.262710745
1516,Ulstein,-96993294.50003052,28571.891777022352,6944606.787440205
5057,Ørland,-450641704.3795166,246129.1157079999,7084206.614224306
4012,Bamble,-302140504.54138184,186151.3604281409,6554387.345836021
3330,Hol,-1859724822.6921387,117425.55938568899,6735260.511902043
3425,Engerdal,-2196129234.078125,340404.6542311495,6875830.91753128
3120,Rakkestad,-434980458.7381592,296413.04504598817,6586916.896937818
4223,Vennesla,-385807914.9086304,80549.8998290449,6487938.6788173085
3420,Elverum,-1229228085.1524658,323294.9578966424,6762625.8972680075
1124,Sola,-68485066.09472656,-39952.4891676382,6565353.777210031
3909,Larvik,-811157758.0145264,212374.73349116548,6574429.143113414
4215,Lillesand,-184164970.44958496,106875.46182297474,6474693.635621334
3114,Våler,-257097281.68200684,269530.1492434156,6598153.208042167
5021,Oppdal,-2276685626.9279785,219367.36155556192,6946336.734233528
5032,Selbu,-1235021373.1091309,305765.63718931004,7013748.93441058
1134,Suldal,-1744263185.063438,25888.58687620579,6627767.464877764
5632,Båtsfjord,-1442678258.197754,1051488.2578842794,7889851.894477162
1837,Meløy,-862182424.3979492,450571.62320975953,7405822.802923893
1875,Hábmer - Hamarøy,-2008891051.9572754,549236.6578033685,7533260.717120156
1860,Vestvågøy,-418921060.45214844,449212.60434158065,7567229.677688883
1515,Herøy,-118367901.22742653,17839.329665645266,6942668.821966564
3433,Skjåk,-2080926608.3875732,127138.01430793875,6887241.211622891
1840,Saltdal,-2214556828.587158,523078.81866976054,7418975.000594184
1576,Aure,-638164503.2489624,173944.49263442002,7030810.49105271
1114,Bjerkreim,-654182866.9834824,-9551.949237638599,6536007.239242027
3201,Bærum,-191128751.1130371,248395.59191190847,6653490.717715687
3911,Færder,-90214961.51086426,238052.1938883665,6567745.644511609
4032,Fyresdal,-1283958714.166565,103362.37051176738,6578672.895788408
1578,Fjord,-1193941905.0054626,105445.91825828339,6929484.939575269
4614,Stord,-143188691.10760498,-33448.57533540991,6670314.464340627
4629,Modalen,-414493815.1692753,8935.53370342074,6784485.59553375
3446,Gran,-757210423.27771,253200.21065667714,6707658.954514872
1103,Stavanger,-256065574.7159996,-25290.993987512767,6589472.460100806
4639,Vik,-837711459.3610382,43789.285540102515,6794712.620389338
5512,Tjeldsund - Dielddanuorri,-811371209.5588379,569966.8719442053,7607842.067139682
4001,Porsgrunn,-162442249.59265137,200148.8884096543,6565070.251315847
5059,Orkland,-1906944931.8859863,231565.33963478988,7026572.020730348
3423,Stor-Elvdal,-2166776594.162964,276348.3471318583,6835638.004156625
3336,Rollag,-450089585.8032837,177836.58904143074,6666689.630129284
5636,Unjárga - Nesseby,-1444873413.4594727,1018396.1399828582,7840185.246097696
4635,Gulen,-588635368.8394165,-28230.843029915082,6798994.7284869775
3905,Tønsberg,-328904396.8137207,232437.1415683429,6590114.427248795
5514,Ibestad,-241942087.71899414,587170.0530202104,7637115.119619102
4613,Bømlo,-230530447.0417633,-48862.011234324505,6664270.8487411225
1828,Nesna,-181643507.80517578,411009.02511079935,7348104.348617531
1827,Dønna,-179392875.74023438,387700.81529911706,7335419.622832134
5601,Alta,-3855564120.609375,814306.4630214061,7785352.290270323
3312,Lier,-301709861.4980469,233196.56934480427,6645702.011999492
4211,Gjerstad,-322845497.9067383,153248.03286584292,6543292.035166596
3441,Gausdal,-1192425854.8759766,224585.48473103822,6803883.634352924
1811,Bindal,-1260882255.5236816,386370.7295417541,7223051.11257053
4630,Osterøy,-256764571.31734467,-17144.28461835939,6748415.2152245585
1560,Tingvoll,-336739861.0079346,154349.0915693385,6998314.540448743
1535,Vestnes,-406217455.83374023,92948.59724524773,6962140.645951887
4024,Hjartdal,-793436725.3427124,146185.28538560867,6634900.388998866
4221,Valle,-1269983350.1669312,67870.44127137074,6582939.041396934
5620,Nordkapp,-927532283.8833008,892843.0304723687,7904228.3463010285
3124,Aremark,-319152520.48535156,311455.7908461993,6568620.43344615
4619,Eidfjord,-1503967607.6333923,79225.48129186741,6716841.742007853
5616,Hasvik,-556505362.1728516,777102.653634908,7845539.5101680495
4014,Kragerø,-299119413.6833496,173692.769777663,6540796.720897358
5534,Karlsøy,-1092300674.510254,668340.9127782248,7776749.518396727
3118,Indre Østfold,-792031322.1693115,286468.6696312864,6612567.551102912
3314,Øvre Eiker,-457332939.18566895,210700.2097040542,6635184.565913637
4028,Kviteseid,-710282177.814209,130474.63275133498,6599368.638109602
1525,Stranda,-868750348.1984863,82644.08634559736,6914955.798467638
3338,Nore og Uvdal,-2508170019.92749,138003.1213085082,6700274.823465624
4214,Froland,-646381022.9824219,117726.36340079256,6514089.38089359
1838,Gildeskål,-654047418.6855469,461411.50036124233,7428484.595425073
1825,Grane,-2002723190.8637695,428007.0487238288,7253777.821138791
4649,Stad,-756360522.38939,16857.328651135515,6906179.228009982
3310,Hole,-192862974.15637207,238054.29534029926,6665733.208443511
1146,Tysvær,-423728038.170372,-33591.25682993826,6620149.719838273
4636,Solund,-219940212.03222656,-44761.599702833664,6817584.726052085
5610,Kárášjohka - Karasjok,-5464449753.49707,896349.4579188708,7732870.142404382
4022,Seljord,-716836622.1621704,135073.5541746641,6620843.6660044445
1820,Alstahaug,-173305985.6315918,386530.61337988666,7312239.298216298
4612,Sveio,-244362905.3468628,-40631.246385494574,6643939.680264259
3105,Sarpsborg,-404569249.10058594,281309.60133142374,6578367.768993934
4642,Lærdal,-1346966423.4601746,108634.78325149497,6789060.329384041
4622,Kvam,-620547307.9227104,11593.737934030505,6727445.113563862
3421,Trysil,-3013612567.7946777,354906.3067421746,6802350.531852863
3322,Nesbyen,-811047917.5771484,175189.20680663394,6727470.618282011
3401,Kongsvinger,-1036210644.3815918,345917.38093365385,6678655.023577997
5626,Gamvik,-1421962560.8598633,970365.7757347693,7904538.9378328
4203,Arendal,-268389868.68139648,136740.09668493556,6500290.876992617
3417,Grue,-836947607.0950928,347336.5069149952,6703785.508688018
3448,Nordre Land,-956298032.4069824,227630.5976711376,6767205.07972354
5530,Senja,-1950543718.7185059,603013.4255126995,7691728.327973668
3430,Os,-1040523503.4141846,309671.97641804314,6929296.180741085
1532,Giske,-40217365.0269928,40891.15165435117,6964453.970877686
1833,Rana,-4456726045.643311,478124.4644876794,7366234.813149045
3907,Sandefjord,-419750903.35424805,225157.64175626793,6576407.917030025
3209,Ullensaker,-252510225.9663086,288891.2034929575,6674267.736915645
4633,Fedje,-7766459.71673584,-58557.980481781575,6780998.893854723
3116,Skiptvet,-101237321.95996094,282115.0974060118,6599778.551963521
3218,Ås,-103019425.9407959,262690.37212064496,6623089.027342316
5536,Lyngen,-813397327.765625,697642.7713863585,7738737.5471015135
3220,Enebakk,-232670134.73828125,281181.14389031456,6631849.288494735
4618,Ullensvang,-3246031010.586258,45544.35470381642,6690335.689087432
5037,Levanger,-645450706.6201172,315261.3986637088,7064329.634813991
1108,Sandnes,-1046430390.7218876,1504.264677123914,6570122.477461169
5603,Hammerfest - Hámmerfeasta,-2699000849.6347656,831275.7949398889,7843974.29055438
5058,Åfjord,-1323789123.164795,275135.8892513506,7108693.115580207
4648,Bremanger,-835881380.1338196,-7429.883421069506,6890010.19932617
1853,Evenes - Evenášši,-251298570.53808594,580375.0198250083,7601005.877147399
3449,Sør-Aurdal,-1110553601.826538,206969.39462660695,6739040.901495157
3226,Aurskog-Høland,-1144736434.1849365,310123.75509132835,6636210.653398316
3112,Råde,-118231836.66040039,264645.0402836579,6585846.689479413
5622,Porsanger - Porsáŋgu - Porsanki,-4885484471.377441,882118.9097477057,7814679.010468732
4643,Årdal,-979463983.0836792,115469.18414474555,6816601.717890525
3122,Marker,-412908320.473999,310402.9320894613,6598981.101158084
3438,Sør-Fron,-742996208.1179199,223018.7260522095,6833690.8268713
4030,Nissedal,-907514229.9285278,129939.8396214522,6564597.006455291
3415,Sør-Odal,-516713420.80285645,320207.4989870308,6680740.342402733
5001,Trondheim - Tråante,-529247098.7663574,271490.90193601337,7031667.772216699
3403,Hamar,-351027461.3483887,291151.9152711991,6763415.043311343
5518,Loabák - Lavangen,-301652722.02734375,613791.9234817899,7626519.844777053
5014,Frøya,-201741589.60302734,188151.632587087,7083558.548657801
3232,Nittedal,-186319996.3446045,269395.2848315524,6667952.606190866
4226,Hægebostad,-463294437.8781738,45677.58794321199,6507722.992697338
5520,Bardu,-2703347553.6660156,658001.7816156264,7621874.631452835
1547,Aukra,-57790078.20120239,87321.53460378129,6990621.511199988
3320,Flå,-705308238.0708008,197463.75835349553,6710367.872655273
3107,Fredrikstad,-283599820.34313965,267750.43371400575,6572695.666089078
1149,Karmøy,-224713503.85995483,-53348.28697492422,6611200.95268242
5044,Namsskogan,-1416400913.3222656,405674.60829128075,7194878.939545692
3427,Tynset,-1881180833.2485352,269664.75856980815,6926672.067818517
3318,Krødsherad,-375014452.66760254,204572.66693590765,6685398.917706122
4651,Stryn,-1387088364.3478088,75365.51982217084,6883933.268728904
3242,Hurdal,-285080869.55615234,277101.7723330669,6706209.283883059
46,Vestland,-33892726744.746723,35945.29579766814,6783643.845653238
31,Østfold,-3985577228.984375,288997.07133950334,6585342.283776685
56,Finnmark – Finnmárku – Finmarkku,-48771664685.63672,911480.5827804178,7797174.48950631
11,Rogaland,-9400122194.858868,-2424.30045919804,6585268.561847568
42,Agder,-16450582889.143337,73046.22963541116,6529783.633622975
50,Trøndelag - Trööndelage,-42066429768.74182,318532.5248707096,7072951.298962546
18,Nordland - Nordlánnda,-37858449056.315674,484132.39188302786,7415982.372492163
15,Møre og Romsdal,-14353318370.637695,117987.86305019885,6958711.0465923725
33,Buskerud,-14719432035.246643,173359.96259416768,6699670.289850667
39,Vestfold,-2151321710.53479,222791.1560885856,6585329.683999229
03,Oslo,-452262730.6726074,262338.3077217211,6657004.009782334
34,Innlandet,-52111586457.08826,256976.1947602417,6820202.492463122
55,Troms – Romsa – Tromssa,-26200194299.774414,677246.0717426384,7691491.467993337
40,Telemark,-15324503749.25476,133956.29160740826,6615402.4089316465
32,Akershus,-5892677613.044434,282518.7440035778,6659071.59501075
